MBTI,original_sentence,masked_sentence,
ISTJ,"구독자들이 원하는 콘텐츠를 분석하고, 그 데이터를 바탕으로 영상 기획을 했어. 구체적인 데이터를 활용하는 것이 중요했어.","구독자들이 원하는 콘텐츠를 분석하고, 그 데이터를 바탕으로 영상 [MASK]했어. 구체적인 데이터를 활용하는 것이 중요했어.",
ISTJ,"영상 업로드 후 성과를 기록하고, 그 데이터를 바탕으로 향후 콘텐츠 개선 방안을 마련했어. 철저한 기록이 필요했어.","영상 업로드 후 성과를 기록하고, 그 데이터를 바탕으로 향후 콘텐츠 개선 방안을 [MASK]했어. 철저한 기록이 필요했어.",
ISTJ,구독자 이벤트를 기획하면서 모든 단계와 일정을 명확히 세웠어. 계획적으로 진행되는 것이 중요했어.,구독자 이벤트를 기획하면서 모든 단계와 일정을 명확히 [MASK]웠어. 계획적으로 진행되는 것이 중요했어.,
ISTJ,촬영 장비를 점검하고 필요한 업데이트를 확인하여 모든 준비를 마쳤어. 철저한 준비가 필요했어.,촬영 장비를 점검하고 필요한 업데이트를 확인하여 모든 준비를 [MASK]했어. 철저한 준비가 필요했어.,
ISTP,영상 촬영 도중 문제가 생기면 즉시 해결하고 다시 촬영을 시작했어. 즉각적인 대처가 필요했어.,영상 촬영 도중 문제가 생기면 즉시 해결하고 다시 [MASK]를 시작했어. 즉각적인 대처가 필요했어.,
ISTP,영상 편집할 때 새로운 기능을 시도해 보면서 더 나은 결과물을 찾았어. 실험이 나에게는 즐거움이었어.,영상 편집할 때 새로운 기능을 시도해 보면서 더 나은 결과물을 [MASK]았어. 실험이 나에게는 즐거움이었어.,
ISTP,촬영할 때 계획된 순서보다는 상황에 맞춰 유연하게 촬영을 진행했어. 즉흥적인 접근이 더 나에게 맞았어.,촬영할 때 계획된 순서보다는 상황에 맞춰 유연하게 촬영을 [MASK]했어. 즉흥적인 접근이 더 나에게 맞았어.,
ISTP,영상 장비를 테스트하면서 최적의 설정을 찾기 위해 여러 가지로 실험해 보았어. 최적화를 위해 실험하는 것이 필요했어.,영상 장비를 테스트하면서 최적의 설정을 찾기 위해 여러 가지로 [MASK]해 보았어. 최적화를 위해 실험하는 것이 필요했어.,
ISTP,촬영 도중 발생한 문제를 즉시 분석하고 해결해 촬영을 이어갔어. 문제 해결이 가장 중요했어.,촬영 도중 발생한 문제를 즉시 분석하고 해결해 촬영을 [MASK]갔어. 문제 해결이 가장 중요했어.,
ISTP,영상 편집 중 더 효율적인 편집 방법을 발견하면 즉시 적용했어. 효율성은 항상 우선이었어.,영상 편집 중 더 효율적인 편집 방법을 발견하면 즉시 [MASK]했어. 효율성은 항상 우선이었어.,
ISTP,촬영 현장에서 즉석으로 구도를 바꾸며 더 나은 장면을 찾았어. 즉석에서의 창의적인 해결이 필요했어.,촬영 현장에서 즉석으로 구도를 바꾸며 더 나은 장면을 [MASK]았어. 즉석에서의 창의적인 해결이 필요했어.,
ISTP,구독자들의 피드백을 보고 즉시 영상 수정 작업에 들어갔어. 피드백에 빠르게 반응하는 것이 중요했어.,구독자들의 피드백을 보고 즉시 영상 수정 작업에 [MASK]갔어. 피드백에 빠르게 반응하는 것이 중요했어.,
ISTP,영상 편집 중 기술적인 문제를 발견하면 직접 해결책을 찾아 적용했어. 직접 해결하는 것이 가장 효과적이었어.,영상 편집 중 기술적인 문제를 발견하면 직접 해결책을 찾아 [MASK]했어. 직접 해결하는 것이 가장 효과적이었어.,
ISTP,영상 촬영을 위해 필요한 도구를 직접 만들고 사용했어. 필요한 것은 직접 만들어 해결하는 것이 나에게 맞았어.,영상 촬영을 위해 필요한 도구를 직접 만들고 [MASK]했어. 필요한 것은 직접 만들어 해결하는 것이 나에게 맞았어.,
ISFJ,취업 준비를 하면서 가족들의 응원이 정말 큰 힘이 됐어. 그들이 나를 믿어주니까 포기하지 않을 수 있었어.,취업 준비를 하면서 가족들의 응원이 정말 큰 [MASK]이 됐어. 그들이 나를 믿어주니까 포기하지 않을 수 있었어.,
ISFJ,취업 지원서를 작성할 때 내 경험을 정리하며 꼼꼼히 작성했어. 나를 잘 표현해야 가족도 안심할 것 같아서.,취업 지원서를 작성할 때 내 경험을 정리하며 꼼꼼히 [MASK]했어. 나를 잘 표현해야 가족도 안심할 것 같아서.,
ISFJ,면접 준비할 때 가족과 함께 모의 면접을 연습해봤어. 가족의 응원이 나에게 큰 힘이 돼.,면접 준비할 때 가족과 함께 모의 면접을 [MASK]해봤어. 가족의 응원이 나에게 큰 힘이 돼.,
ISFJ,취업을 위해 여러 번 떨어져도 가족이 나를 격려해줘서 계속 도전할 수 있었어. 그들의 지지가 나에게 필요했어.,취업을 위해 여러 번 떨어져도 가족이 나를 [MASK]해줘서 계속 도전할 수 있었어. 그들의 지지가 나에게 필요했어.,
ISFJ,회사를 선택할 때 가족과의 거리가 너무 멀지 않은 곳을 찾고 싶어. 가족과 함께할 수 있는 시간이 중요하니까.,회사를 선택할 때 가족과의 거리가 너무 멀지 않은 곳을 찾고 싶어. 가족과 함께할 수 있는 [MASK]이 중요하니까.,
ISFJ,취업 준비 중에 스트레스를 받을 때마다 가족과 이야기하면서 위로를 받았어. 그들이 나에게 큰 버팀목이었어.,취업 준비 중에 스트레스를 받을 때마다 가족과 이야기하면서 [MASK]를 받았어. 그들이 나에게 큰 버팀목이었어.,
ISFJ,직장을 선택할 때 안정성을 가장 중요하게 생각해. 가족이 안정적인 생활을 할 수 있도록 해야 하니까.,직장을 선택할 때 안정성을 가장 중요하게 [MASK]해. 가족이 안정적인 생활을 할 수 있도록 해야 하니까.,
ISFJ,취업 지원서를 쓰기 전에 가족에게 조언을 구했어. 그들이 나를 어떻게 생각하는지 알고 싶었어.,취업 지원서를 쓰기 전에 가족에게 [MASK]을 구했어. 그들이 나를 어떻게 생각하는지 알고 싶었어.,
ISFJ,면접에서 나의 진정성을 보여주기 위해 가족과 함께했던 경험을 이야기했어. 가족과의 이야기가 나의 진심을 잘 나타내는 것 같았어.,면접에서 나의 진정성을 보여주기 위해 가족과 함께했던 경험을 [MASK]했어. 가족과의 이야기가 나의 진심을 잘 나타내는 것 같았어.,
ISFJ,취업 후에도 가족에게 도움을 줄 수 있는 일을 하고 싶어. 가족의 행복이 내게 가장 큰 가치야.,취업 후에도 가족에게 도움을 줄 수 있는 일을 하고 싶어. 가족의 행복이 내게 가장 큰 [MASK]야.,
ISFP,취업을 준비하면서 내가 좋아하는 일에 대해 생각해봤어. 내 마음에 드는 직업을 찾는 것이 중요해.,취업을 준비하면서 내가 좋아하는 일에 대해 [MASK]해봤어. 내 마음에 드는 직업을 찾는 것이 중요해.,
ISFP,취업을 위해 여러 회사를 알아보면서 내가 어떤 환경에서 행복할지 고민했어. 일하는 동안 행복을 느끼고 싶어.,취업을 위해 여러 회사를 알아보면서 내가 어떤 환경에서 행복할지 [MASK]했어. 일하는 동안 행복을 느끼고 싶어.,
ISFP,면접에서 나 자신을 꾸미지 않고 솔직하게 표현했어. 있는 그대로의 나를 보여주고 싶었어.,면접에서 나 자신을 꾸미지 않고 솔직하게 [MASK]했어. 있는 그대로의 나를 보여주고 싶었어.,
ISFP,취업 지원서를 작성할 때 내 열정을 잘 나타내기 위해 내가 좋아하는 프로젝트에 대해 썼어. 내 마음을 담아 작성했어.,취업 지원서를 작성할 때 내 열정을 잘 나타내기 위해 내가 좋아하는 프로젝트에 대해 [MASK]어. 내 마음을 담아 작성했어.,
ISFP,일을 선택할 때 돈보다는 내가 얼마나 즐길 수 있는지를 더 중요하게 생각해. 내 행복이 우선이야.,일을 선택할 때 돈보다는 내가 얼마나 즐길 수 있는지를 더 중요하게 [MASK]해. 내 행복이 우선이야.,
ISFP,면접 중에 내 감정을 솔직하게 표현했어. 직장에서 감정적으로도 편안한 환경을 원해.,면접 중에 내 감정을 솔직하게 [MASK]했어. 직장에서 감정적으로도 편안한 환경을 원해.,
ISFP,취업을 준비할 때 내가 진정으로 원하는 것이 무엇인지 찾으려고 노력했어. 마음이 가는 방향을 따르고 싶었어.,취업을 준비할 때 내가 진정으로 원하는 것이 무엇인지 찾으려고 [MASK]했어. 마음이 가는 방향을 따르고 싶었어.,
ISFP,일을 선택할 때 창의적인 자유가 얼마나 있는지 고려했어. 내 감성을 자유롭게 표현할 수 있는 곳에서 일하고 싶어.,일을 선택할 때 창의적인 자유가 얼마나 있는지 [MASK]했어. 내 감성을 자유롭게 표현할 수 있는 곳에서 일하고 싶어.,
ISFP,"면접에서 회사를 선택한 이유를 말할 때, 그곳의 문화가 내 가치관과 잘 맞는다고 설명했어. 나와 맞아야 일할 맛이 나니까.","면접에서 회사를 선택한 이유를 말할 때, 그곳의 문화가 내 가치관과 잘 [MASK]다고 설명했어. 나와 맞아야 일할 맛이 나니까.",
ISFP,취업을 준비하면서 스트레스를 받을 때는 잠시 음악을 들으면서 마음을 가다듬었어. 감정적으로 편안해지는 것이 중요해.,취업을 준비하면서 스트레스를 받을 때는 잠시 음악을 들으면서 마음을 [MASK]었어. 감정적으로 편안해지는 것이 중요해.,
ISTJ,취업을 준비하면서 지원 회사의 정보를 철저히 조사했어. 정확한 정보가 있어야 제대로 준비할 수 있거든.,취업을 준비하면서 지원 회사의 정보를 철저히 [MASK]했어. 정확한 정보가 있어야 제대로 준비할 수 있거든.,
ISTJ,면접을 준비하면서 예상 질문 리스트를 만들어 반복해서 연습했어. 완벽하게 준비해야 실패할 확률이 적으니까.,면접을 준비하면서 예상 질문 리스트를 만들어 반복해서 [MASK]했어. 완벽하게 준비해야 실패할 확률이 적으니까.,
ISTJ,취업 지원서를 작성할 때 내 경력을 상세히 기술했어. 정확한 정보와 경력이 면접관에게 신뢰를 줄 것 같아서.,취업 지원서를 작성할 때 내 경력을 상세히 [MASK]했어. 정확한 정보와 경력이 면접관에게 신뢰를 줄 것 같아서.,
ISTJ,"회사 선택 시 연봉, 복지, 그리고 장기적인 안정성을 중요하게 고려했어. 미래를 계획할 수 있는 곳이어야 해.","회사 선택 시 연봉, 복지, 그리고 장기적인 안정성을 중요하게 [MASK]했어. 미래를 계획할 수 있는 곳이어야 해.",
ISTJ,면접 준비할 때 실제 면접 상황을 가정해 반복해서 연습했어. 연습이 완벽함을 만든다고 믿거든.,면접 준비할 때 실제 면접 상황을 가정해 반복해서 [MASK]했어. 연습이 완벽함을 만든다고 믿거든.,
ISTJ,취업 준비 중에 모든 서류와 자료를 파일로 잘 정리해 두었어. 필요할 때 빠르게 찾을 수 있어야 하니까.,취업 준비 중에 모든 서류와 자료를 파일로 잘 [MASK]해 두었어. 필요할 때 빠르게 찾을 수 있어야 하니까.,
ISTJ,면접 후에 나의 답변들을 복기하며 잘못된 부분을 분석했어. 다음에는 더 잘하기 위해서야.,면접 후에 나의 답변들을 복기하며 잘못된 부분을 [MASK]했어. 다음에는 더 잘하기 위해서야.,
ISTJ,취업을 위해 준비해야 할 것들을 체크리스트로 만들어 관리했어. 체계적으로 해야 실수가 없거든.,취업을 위해 준비해야 할 것들을 체크리스트로 만들어 [MASK]했어. 체계적으로 해야 실수가 없거든.,
ISTJ,지원하는 회사의 재무 상태와 성장 가능성을 철저히 분석해봤어. 장기적인 안정성이 있어야 결정을 내릴 수 있어.,지원하는 회사의 재무 상태와 성장 가능성을 철저히 [MASK]해봤어. 장기적인 안정성이 있어야 결정을 내릴 수 있어.,
ISTJ,회사 선택 시 출퇴근 시간과 업무 효율성을 따져봤어. 생활의 균형을 유지할 수 있는 것이 중요해.,회사 선택 시 출퇴근 시간과 업무 효율성을 [MASK]봤어. 생활의 균형을 유지할 수 있는 것이 중요해.,
ISTP,취업 준비 중에 여러 회사의 직무를 직접 체험해보고 싶었어. 경험을 통해 배워야 이해가 잘 되거든.,취업 준비 중에 여러 회사의 직무를 직접 [MASK]보고 싶었어. 경험을 통해 배워야 이해가 잘 되거든.,
ISTP,면접에서 실무적인 질문을 받았을 때 내가 경험한 것들을 바탕으로 답변했어. 직접 해본 것이 가장 확실하니까.,면접에서 실무적인 질문을 받았을 때 내가 경험한 것들을 바탕으로 [MASK]했어. 직접 해본 것이 가장 확실하니까.,
ISTP,취업 준비할 때 회사의 기술적인 부분에 대해 조사해봤어. 그 분야의 실제 적용 사례가 궁금했어.,취업 준비할 때 회사의 기술적인 부분에 대해 [MASK]해봤어. 그 분야의 실제 적용 사례가 궁금했어.,
ISTP,면접을 보기 전에 회사의 프로젝트와 관련된 기술을 직접 실험해봤어. 실습을 통해 이해하는 게 제일 확실해.,면접을 보기 전에 회사의 프로젝트와 관련된 기술을 직접 [MASK]해봤어. 실습을 통해 이해하는 게 제일 확실해.,
ISTP,취업 지원서를 작성할 때 내가 실제로 경험한 프로젝트를 중심으로 작성했어. 실질적인 경험이 가장 중요한 것 같아.,취업 지원서를 작성할 때 내가 실제로 경험한 프로젝트를 중심으로 [MASK]했어. 실질적인 경험이 가장 중요한 것 같아.,
ISTP,회사 선택 시 직무의 실무적인 부분이 나에게 흥미로울지를 먼저 생각했어. 직접 해보면서 배울 수 있어야 하니까.,회사 선택 시 직무의 실무적인 부분이 나에게 흥미로울지를 먼저 [MASK]했어. 직접 해보면서 배울 수 있어야 하니까.,
